comment_id,author,text,time,votes,photo
Ugw_slv7c4511JT3N_14AaABAg,@laurentsilaban3732,Yg pasti 20 jt apa 200 jt yg UBK??,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k0NmNmKdXsk8NOH6lFiBI0c9x8mfOuE8jZzC4gJHkiYsk=s88-c-k-c0x00ffffff-no-rj
UgxGcJrcDdSmVpm5fEl4AaABAg,@MuhammadAdona,"Beneran tahu ta paakk..... kok dibiarkan aja, kasih peringatan2 aja.... hedeeeehhh.... omon2 aja paak",5 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k0PVo4Ayjzf9FlRcdjZAQYBwK430_hLvWlP9jgikQjC65W-ONDWjkk4dykteuHJ96HgQ=s88-c-k-c0x00ffffff-no-rj
Ugx6YCGDhypUXASkSah4AaABAg,@BandotBoncel,Omon omon Mulu katanya tau malah gak di eksekusi aneh 😂😂,3 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nYQvAmUyrYtkF2soc7ppz6IxaER9_xGSrVZLHiG4eUGMeY1Tl-U5nqn34h_UtOew4GdA=s88-c-k-c0x00ffffff-no-rj
Ugzr3d93iqW4oUczfYp4AaABAg,@achmaddjadjang-gi5sx,Bos!!! Demo dibayar maupun tdk dibayar sah sah saja namanya demokrasi!!! Fokus aja kerja bener jgn terbawa narasi ini itu,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_njMp9P5pDrqRaj4oHRodXslSma01EB2tIA4mBbGR7rDJoi92M1smujcI3N84wSKYdkGA=s88-c-k-c0x00ffffff-no-rj
UgwhTXZTeBfxIAD56eZ4AaABAg,@ywanabenk1687,Mantaf bpk ini.. 2 priode pantas. Tp saran jgn dgn si ono lagi 😍😍😍😍,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nA7FSkAwQAdUVXNZteWJ_51HQzJc6NQANMZWosPZk=s88-c-k-c0x00ffffff-no-rj
UgwB56mNzT21N69cJ-x4AaABAg,@ArwinJavaKulit,Ayo berbicara yg sukanya omom omon omon saja,7 jam yang lalu,0,https://yt3.ggpht.com/pxeL6RpOkXN21MkUItfIIchy2Yu-zrhgR83U4OvNEakntQk5Sqdaaz-_bJbgvtvPba1Zz4rhSg=s88-c-k-c0x00ffffff-no-rj
UgxQbIxmOXhEIvDeCWB4AaABAg,@mufidkhanifudin3697,Mbg mesti,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nWBkhs3XZcENi1MSPCdcXzpUjnMm2sZJbVobSifX-nvmmNb8bXfpOmj_RTnLGbL03qbA=s88-c-k-c0x00ffffff-no-rj
UgzWHCdeBiCyCU63eW54AaABAg,@marchiaccckcmcluna9152,Besok pasti partai mersh lsg klarifikasi .. kami bukan dalangnya 😁😁,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kRix2jk_uBdxLnmm1oajMGxyUDmkGrNUXUe6k227Gr5Q=s88-c-k-c0x00ffffff-no-rj
UgzHrYfM-XTH1cbTUPB4AaABAg,@ratnairawati5439,"BBM + bhn mkn an.. naik kok sejahtera...
Kata nya mau import beras dr USA..., kmrn ketemu Trump..., LBH murah kali KLO jauh² begitu.  KLO import dr:  Thailand, India, Vietnam mahal ya Pak..
Udah ngurus pertanian TPI hrg bhn mkn msh mahal dan demo²...omon²...",3 jam yang lalu (diedit),0,https://yt3.ggpht.com/ytc/AIdro_kOCKFjroLrLYIie4-_UY-EgjaLIOKtmeLgbhAZpE2XI3Q=s88-c-k-c0x00ffffff-no-rj
Ugy0oxIBxTYIsvugG9h4AaABAg,@SupriYato-p1q,"Saya dulu jjur pilih 02..kebijakan /program bapak sangat bagus.. Cuma kalau buat program buat UUD perampasan aset /hukuman mati.. Jdi program bapak ngk di acak"" Sama koruptor... Dr merdeka 45 Manusia indonesia ngk ada yg kelaparan sampai saat ini.. Tp sengsara hancur indonesia gara"" Koruptor.",1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_neAWLH7sZOed0nxggmhltv1elkeHlOQumeJrdVd-uJprIR_0tQYDxrh34wywukW1kbeQ=s88-c-k-c0x00ffffff-no-rj
UgzrpC2nVs7E4SpwvLd4AaABAg,@OyinYin,Badutt lucu😮😅😊,7 jam yang lalu,0,https://yt3.ggpht.com/s6kYOsiS8oEQEKexZDLuFkS2JwbMQvaQ6xp1T0sunzcP5CjmMiP80My7UalJlCSDY0EGZ246Uhg=s88-c-k-c0x00ffffff-no-rj
UgwFHyggFBmFE-R7lRl4AaABAg,@kacangkatom,Lha gimna sih dah jelas2 yg demo dukung MBG emak2 di bayar,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mmkFbVre8Zhjrj8Mf_IPRhwHYbsPARN9pmkNbqIzmA76QuJDkSb74nrsHATmVeWtlysA=s88-c-k-c0x00ffffff-no-rj
UgzgscczDO-i6pO7iLt4AaABAg,@obnarahah,Org sekelilingmu sdh bahaya .....,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nbk448huiBJVbcIvT8ezURmqDl4abdQ12Jj0SRIT8ej3nrAAGe9Sfc7y_E2CaoCXfBhg=s88-c-k-c0x00ffffff-no-rj
UgzA0EXqdNgPzssc-WJ4AaABAg,@Nicholas-l1d5v,Yg bayar prabowo,9 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_n4EABOy6Ijor53Y9vON11pv7lnVa4DCZbpGTyhfVHnh3Pxiux6cQbieChI2FN94xMBGA=s88-c-k-c0x00ffffff-no-rj
UgzNLKMj1ZlPSd0G9zd4AaABAg,@SugiHarta-g7x,Yang bayar Bem FH UBK setelah bertemu wapres kemarin ya pak??? Terus yang bayar ibu-ibu yang demo dukung MBG di Jakarta kemarin itu ya pak???,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nlK0XZCHPihWVQ4ZXtf5b8YpsaViKGdlcNQOujPdbuOV75OJmCMvjy0UMhDlldDDfeTw=s88-c-k-c0x00ffffff-no-rj
UgyZ3U7vjlHliKvHu8N4AaABAg,@SankaraLorsed,Solo yg bayar,5 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nn2r27xgt-QLsA4NOafS588bIhGJEP80r8XEC4pJEMwtmsmIosL5hG9gzQ2AyEbG8G0A=s88-c-k-c0x00ffffff-no-rj
Ugxyak4iGYmxaUCzRx94AaABAg,@solmets7,"PREETT LAH, UDH TAU DIEM AJA ..",9 jam yang lalu,1,https://yt3.ggpht.com/N2dN1RkZqdCKlgxGXUDPlidtXh6sr8jsTfWAZuAfCb4ofGLz6HqY0r3eUarbZUjOdXl7Boyw=s88-c-k-c0x00ffffff-no-rj
UgxHpE2fVBV16R3bMDF4AaABAg,@sahroni11096,"kl jdi pemimpin jgn terlalu kepoh pak ingat apa yg bpk prabowo janjikn di depan rakyat pda saat bpk kampanye sbgai Capres...memamurkan rakyat,  bukan membahagiaken para maling/koruptor uang rakyat",17 menit yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mVrjWn21Xglu1waGCrxU7_oMqZZ-lsiQCJrXlDfZqVo5ko=s88-c-k-c0x00ffffff-no-rj
Ugz3-lZ-Y9uK7GcQ3bF4AaABAg,@KAIZENeksplor,"Ujung2 nya bawa2, cerita pemilu, programnya yg harys di evaluasi,",9 jam yang lalu,1,https://yt3.ggpht.com/-mHGfSgXbH6l7LudJf45eMttdiDEE6zcSWGMhY0IUncsx9enJrVezGp1Xpt-UEOIY7jL9RHDBow=s88-c-k-c0x00ffffff-no-rj
UgwsU6vX1XUlbYFw1qB4AaABAg,@Tjiptosoemarnoengsing,Merdeka....😂😂😂,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mB0AEzuPBnHUnbJ05Kn6OFC0GWil99rk2mq0C8tMcOp8jSTPBxtIYFzdnOER1R9KYpvA=s88-c-k-c0x00ffffff-no-rj
Ugw4HjvDXIkjqbGkBvJ4AaABAg,@damme3190,"Hanyaomon2 sj, termul masih dipelihara, hukum tdk bisa dilaksanakan dgn benar krn masih diatur mulyono dan termul",7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lKAVLT6Mdy0MGSSLhnYBOX0-11qZyOuAR1ngcDvvoQ7Q=s88-c-k-c0x00ffffff-no-rj
UgzeqgoTPrzcsFXY8Hd4AaABAg,@jecky1747,"Ini benar ndk .jangan hanya omon2 aja.kl memang benar ingin mensejaktra rakyat bunti kan.contoh nya,kepala DESA yg koropsi kena apa tidak d proses hukum.seperti bantuwan ,kena apa tidak tepat sasaran nya.seperti BANSUS,BLT, PKH.BAPAK NGOMONG AJA.sekarang rakyat minta bukti nya dari BAPAK.jangan omon2 aja.",1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mEn5C4SYvgf_PqgnMonu1vMg4ZRqb0r2s1J4SB9Orb8w=s88-c-k-c0x00ffffff-no-rj
UgxDMBnnpBEebWJSspx4AaABAg,@regol-z3k,NYESAL MILIH PRABOWO,4 jam yang lalu,0,https://yt3.ggpht.com/LWYB3VS_Ya-wZAmaZRTbr6p7wL4SH5zzrwo8Vks9WmG7vbXG1tDj0M4g_vOKEDUAQUUhiuKR_Ac=s88-c-k-c0x00ffffff-no-rj
Ugy-oNIRByh7_FBrMe54AaABAg,@Paklung-o3f,Less talk more actionlahh presidenku.. stop OMON OMON..,6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_l2m6xnQIkGIe085t1l3QKu9OLcA7ubGl9YcT6fJ4x_XnEE37zF6vFZuGyS8tIezkPGIA=s88-c-k-c0x00ffffff-no-rj
UgxE8d_483-PiAEEo5t4AaABAg,@MaslianaLiana-o4d,"Banyak pidato,gak tau dia,pasar /pajak sepi pembeli.",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_m5DHdJOQs40hzoitGNZg5x-fmV6OYmJoszNAslGR0idT_rVnRjRUDprHsTC8XFm7CrIA=s88-c-k-c0x00ffffff-no-rj
UgwpaPzqcekO3Kr26n94AaABAg,@rambemanis9445,Wowooo omon2 doang😂😂😂😂,8 jam yang lalu,0,https://yt3.ggpht.com/dBVGeSXbT1gq3L8hArdtzmfjdAtnTo7s3pqCZajH7heV22D20uOLksHVzsqyC1rbu9ZdCtE3cw=s88-c-k-c0x00ffffff-no-rj
Ugzk8NE3SB3vu3WTCFV4AaABAg,@MrIsmanto,Sudahlah mbaaah... hentikan omon2nya.. Udah gak jamannya lagi.. skrg tinggal berikan bukti kongkrit tindak lanjut tuntutan mahasiswa..,9 jam yang lalu,4,https://yt3.ggpht.com/jIPhjOzXUCnPq1IzkahYzzh3ZSOi5K74NVqQYJ_vmCn83ZzObQMYs_9RAw9NseHZofxMHnMx1Q=s88-c-k-c0x00ffffff-no-rj
UgxcjIhMicrH8-tPtWB4AaABAg,@rambemanis9445,Wowo di bohong3i mntrinya kaciannnnn,8 jam yang lalu,0,https://yt3.ggpht.com/dBVGeSXbT1gq3L8hArdtzmfjdAtnTo7s3pqCZajH7heV22D20uOLksHVzsqyC1rbu9ZdCtE3cw=s88-c-k-c0x00ffffff-no-rj
Ugz1q1gObDdCm6LrzGZ4AaABAg,@masuddamin7894,4 kali kalah ke lima kalinya menang curang.,1 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nLPAja28DX94SeJ01C3RN7FJdfmDylti_WRMoxe4w=s88-c-k-c0x00ffffff-no-rj
UgwB8UE7ctwboSRbtdN4AaABAg,@MuslimHarahap-v9v,Banyak an among Wowo..,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kIQd925lZn3kNvSQBuSIvxotU3QPyWJUGr6nl8J4Bbkl1bcFpzgHabStJf-LedxUFwQA=s88-c-k-c0x00ffffff-no-rj
Ugzjgwa6hHLc9_hd1kl4AaABAg,@FaisalSantan,😂😂ngatain yg di sebelahnya bayar demo 20jt..koplak nih orang,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lSxERKmuXpC-ZC9j7fDJwYA7IckYaELucXUsk6JqJMNWOrJkgdwEv1hl_g-6nsJoGqnQ=s88-c-k-c0x00ffffff-no-rj
Ugz8eLEqL6nl4_lAQHd4AaABAg,@keisyaayu2,OMON  OMOOONNNN,9 jam yang lalu,1,https://yt3.ggpht.com/ndm_KwsT_W6bm6W74M03CK3dtYYBiBepOo60IF-NKLaerWvw8VVZzgQ8OI_VEYzPectVppO78g=s88-c-k-c0x00ffffff-no-rj
UgzL9KrpGQhAycAIzgh4AaABAg,@MAHESA2187,"JAWABANYA PASTI ""FUFUFAFA""..😂😂😂😂",9 jam yang lalu,2,https://yt3.ggpht.com/P3SiPzMfGVwH2hG0bghmjUTHCGRzDPwE7TyzNqnzRgM_a48IOUNuI9WLopt1KAp0Bclqyg2bxA=s88-c-k-c0x00ffffff-no-rj
UgwFfnJz_mxkT5Vduot4AaABAg,@BlueRy-g9j3i,"omongan dia ini emang kebalikannya dari pidato minggu bulan bulan tahun lalu 
ujung jungnya lu jg bayar mereka untuk dukung MBG, waktu capres aja  lu bawa demo dan bawa batu kedalam mobil partai ny jg",8 jam yang lalu,0,https://yt3.ggpht.com/UrdMprqvTSvlNfGPBHLkLUpVVcNw3dNdSFh2Vqpggiv6L9chlPmYGo6sDxFcek8RE1KC0B3f=s88-c-k-c0x00ffffff-no-rj
UgxBRJGSCcEozWoCwW94AaABAg,@derbybachtiar1606,"Gak Joko gak Wowo...
Sama aja😆😆",2 jam yang lalu,0,https://yt3.ggpht.com/Mvh1tyumL6yXlFhALq9NcGtqIE6SuxdJ4V7nBb1sg-vTWqWN0tTPhh_nocL8FAjWcct9eNE0YA=s88-c-k-c0x00ffffff-no-rj
UgwWUL-lp2hy4hKnf4d4AaABAg,@teguhsantoso9820,10+16 berapa,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k12eUabclH1HnZ2s6X4IkX0QKPw_gMZvOIMkZ1ZTeIaPQ=s88-c-k-c0x00ffffff-no-rj
UgwTLCG7QXZvpdOfrct4AaABAg,@wenny_diary,Omdo😂😂,5 jam yang lalu,0,https://yt3.ggpht.com/PLkeJW9ffJKL__7LjYqHCmvWVqXkHi5xHK9NuaXdWalF1GwHkDbZatIdpl1iFGgQxFjb-1XXEg=s88-c-k-c0x00ffffff-no-rj
Ugz7DCTtb1miaqw3qsV4AaABAg,@zainaldarmawan671,Apakah itu ancaman Pak? Publik tahu bhwa Bpk itu hobinya menculik.,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mgVAI1khGB1Ih6vt1jxJljLjnF9dd_qFNwrzHhfsu33uA=s88-c-k-c0x00ffffff-no-rj
UgwiuSbzAB7gHnEQm8N4AaABAg,@BaruBelajar-y3f,Sejak Reformasi pidato yang keren itu ada di pa SBY gk sih? I mean berdasarkan kemampuan berpidato..,5 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kOb7QQDcZFwpMIdd9bTrXMar1ggASA-XZvBJ1dsoZ7ILZXnMflzIOdl1i8MGKOzZIN6g=s88-c-k-c0x00ffffff-no-rj
UgykYcCJ3TYVJhwsp0B4AaABAg,@BOOTBOISKK,"tolong klu piadato pakai cermin,",6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lv0OFps6rQfOJXt8we0yI9P8dnXzZOfyhHIqURAjzP3hPbyhf73dY6hsoaN2U8skzHMQ=s88-c-k-c0x00ffffff-no-rj
Ugx4mCjB6Q3Dh92lw554AaABAg,@sumaardana7724,Aneh emang ni pleciden😢😢,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kko-_V61LPj1Lic9gzVObh-3nf-RG7G3ct9kPWnrU=s88-c-k-c0x00ffffff-no-rj
Ugy5wJrVnIdzYCfxEjZ4AaABAg,@wibowowibowo4381,"Hebat pidato Pak Prabowo Subianto,tegas ceplas ceplos ada dasarnya,kabinetnya pekerja nyata,hanya tukang demo bayaran yg rasa memiliki negara nol besar,mereka mau jadi kacung asing, kacang Ng partai kalah pemilu,untuk menghancurkan negara RI",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lhECC33c8hcwpk-BEPThgXYVUlDI1HZ-W8-RtX4iWArbusya0GUTQfNsrDBlPGt0Moog=s88-c-k-c0x00ffffff-no-rj
UgzeUNP-vSgCe_k4S_V4AaABAg,@imannurul264,Udah pasti dan :intinya para penghianat bangsa tdk mau anak negri sehat dan bergizi krn penghiant bangsa paham kalau pada sehat dan bergizi otomatis pada sehat dan pintar... dan penghianat bangsa akan sulit rampok kekayaan negara,4 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lKJNtx3lR6AtchbshAN7xSe1DS5_AbF1MZapm4-vtqNow=s88-c-k-c0x00ffffff-no-rj
UgxmOgkx2NMVuSkIWmR4AaABAg,@yolandam112,"Penyusup nyamar dn pengen jatuhkan ms gibran.., siapa lagi klo bukan klompok dajjal dajjal politik itu yg sepak terjang nya sll licik",8 jam yang lalu,0,https://yt3.ggpht.com/mOS1-ilih6Kyt3rCopb1Ni1AwW_kz11u8DoHJ9lF4m3u4vVfr_oUKzNRR4Faelou1I2m0nXSIKU=s88-c-k-c0x00ffffff-no-rj
Ugy6NSJJpMPjXMTwFWR4AaABAg,@rambemanis9445,2029 ganti prabowoooo,7 jam yang lalu,0,https://yt3.ggpht.com/dBVGeSXbT1gq3L8hArdtzmfjdAtnTo7s3pqCZajH7heV22D20uOLksHVzsqyC1rbu9ZdCtE3cw=s88-c-k-c0x00ffffff-no-rj
Ugwsc9z7E02FrwhgvZZ4AaABAg,@gunantoctp374,IYA SDH PADA TAU...YG DUKUNG2 EMBEGE ITU BAYARAN TERNYATA 😂😂,6 jam yang lalu,0,https://yt3.ggpht.com/H47_v6ytykHsipsZ7-BeMtwkhLiZxdR5uYUH-Qt7woXNhBFK4J2s85TiRRxX7KyvEgx-lVKkYpo=s88-c-k-c0x00ffffff-no-rj
UgzL9KrpGQhAycAIzgh4AaABAg.AYQstC7u4UEAYR7RYLzqfr,@Raden.Wijayaa,Rombongan ddjal mulai ngeftnah lagi,6 jam yang lalu,1,https://yt3.ggpht.com/YF3pT3dOhh9WdAmAhWZmSpaqKaUEUX6erSH53Jdj3V4RiztFmJud0vT5k-kdq6Z4U9rq0c1PnA=s88-c-k-c0x00ffffff-no-rj
UgzL9KrpGQhAycAIzgh4AaABAg.AYQstC7u4UEAYRO6kEhtlE,@MAHESA2187,​ @Raden.Wijayaa kok sewot..emangnya FUFUFAFA tu spa..😂😂😂😂,4 jam yang lalu,1,https://yt3.ggpht.com/P3SiPzMfGVwH2hG0bghmjUTHCGRzDPwE7TyzNqnzRgM_a48IOUNuI9WLopt1KAp0Bclqyg2bxA=s88-c-k-c0x00ffffff-no-rj
UgzauPILE6qsMn85H-x4AaABAg,@hambahallah478,"Omongan bapak ini tidak cocok sama kenyataan nya, buktinya bapak impor beras ke Vietnam dan siapura dengan harga 10 rb. Sedangkan rakyat bapak sendiri, bapak suruh belih beras di negara nya sendiri Indonesia ini dengan harga 15 rb....
Buktinya pajak bapak naik kan terus, apa ini bukan menyiksa rakyat sendiri",19 menit yang lalu (diedit),0,https://yt3.ggpht.com/tzbnuvGHLZgPK5C--Sas7HESl_kwwUlHQZr9bz4_pFCf_2vJd9tWBc1HymvAfg5HqiDNLDSENw=s88-c-k-c0x00ffffff-no-rj
UgzzdZd8XlqeQERhEh94AaABAg,@angelangel7348,Apa untung nya komen di youtube.,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nATaj_XyZ449yTpyY9GNkkpedOEjet8B9ru95ikqwS3Mf-MXvcS1UlV0t6a5VEu6AwMQ=s88-c-k-c0x00ffffff-no-rj
Ugx0kIOfINIP94wtrl94AaABAg,@syef1461New,"mulai deh, manya-menye. kerja bapak udah bagus, plis jangan pidato lagi kedepannya",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_nnWyI9ZIwY8XwzFa-TgG_Z95jdIMXQuPsgareOa-NCcu6-s_gUG77pfFi_biP2zhc2jQ=s88-c-k-c0x00ffffff-no-rj
UgwpTfrbtnxTGxTSfZR4AaABAg,@Guevara-j6z,"Ternyata yg  bayar Fufufafa 😂😂😂
4 kali kalah,,yg terakhir menang itupun dg cara yg curang 😂😂😂",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mW0HX8nY-Aegy1UXDgfTB3j4snP03S3Xy5MBGZkW1hUbbYoGKtw-0B2eroA56mHZ8mFQ=s88-c-k-c0x00ffffff-no-rj
UgxLSITCurYJgOaKzGt4AaABAg,@jecky1747,Jangan banyak omon2 pak.kl banyak omon2 itu tidak benar.bukti belum ada bukti nya dari BAPAK.jsngan jadi pemimpin pombohong,59 menit yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mEn5C4SYvgf_PqgnMonu1vMg4ZRqb0r2s1J4SB9Orb8w=s88-c-k-c0x00ffffff-no-rj
Ugzkzg04_33xspXjCpV4AaABAg,@dikartnollima1177,Menye menye mulu nih orang,9 jam yang lalu,3,https://yt3.ggpht.com/ytc/AIdro_kuiHZAQE-qr5jpP3cCkEce-zaZkfsbWMxCP41KUN08kw=s88-c-k-c0x00ffffff-no-rj
Ugx5krWLeqCiiRHOqXd4AaABAg,@jualmakananmurah7576,Yang bayar demo dukung mbg ya kamu wowo😂,6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_ltIu98QW9aVmbqVxBW_IQi0xR-vFgzH-Rl4Tsb2VD6G1NqCdIv6pqabuAAW4pBrhtoAw=s88-c-k-c0x00ffffff-no-rj
UgyCiBdBqaU5VWxFbid4AaABAg,@aleksakera3448,"jangaN BanyaK bicaRa, tonG kosonG, menang dg caRa CuRanG diBantu si wie³ agén KGB RRC 
banyaK aLasaN yg di KaRanG dg ceRita kosonG",6 jam yang lalu,1,https://yt3.ggpht.com/ytc/AIdro_k61UtUsXQ6261DlxluUy_g9tc17PuhSYOIEyARb9D3Woc=s88-c-k-c0x00ffffff-no-rj
UgwjjzCHTJAkzDxKUSp4AaABAg,@HarisJumadi-k9n,"Gak usah gatek cocot e Prabowo, yg bayar jls2 Gibran wakilmu",6 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kGJzQne4tLxXgvjd2qdB4-ZxFvdKrEml04CMC_OW9Qbpq0uVjTTkyvuZ_aG_JA0VwRMg=s88-c-k-c0x00ffffff-no-rj
UgwWRrVbdYLRp0ZWBVR4AaABAg,@EdhySunDoro,Yg bayar wakil lu wowo,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lRynu6NIHqTA35TUZkMY41AjNDqlExB1xTUMRIZPLc8tE=s88-c-k-c0x00ffffff-no-rj
UgyUFdt3KaaPo8_Tem54AaABAg,@dopekilla6799,menit pertama aja pidatonya suram. pantesan IHSG anjlok tiap dia pidato,5 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k2kyIbWVGC2agNpfODowFaLUydA-erkPdK5k07eKWoQG0=s88-c-k-c0x00ffffff-no-rj
UgzlxSOxMI4QT-f7zeR4AaABAg,@Mrjek-e3t,Yang bayar demo si Samsul asam sulfat,7 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_lCcLaQxWcvI2EGO1Yx8JghVogwuIvweQtKO2WljVQO8Z9U-9WIqXep9b4I_4RwnbLfMQ=s88-c-k-c0x00ffffff-no-rj
UgzPRpsEt1IFp1hEa2x4AaABAg,@hanekasatria4545,Pidato macam apa njir kwkwkw😊,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_mwOXtk0atFPADOsyWNdMhS7m7d3wUWsS4Q_N6I9WCWPg=s88-c-k-c0x00ffffff-no-rj
UgxKlx0JJb5hHO0Xmb94AaABAg,@AwaludinUdin-z4i,banyak omon omon doang,9 jam yang lalu,1,https://yt3.ggpht.com/ytc/AIdro_n0P3r2dt_xOW7IMpld2RrxGBWw0u14CCrewTD_k6rGgh-rAJJjEjQc9tcAQhDqX28vZA=s88-c-k-c0x00ffffff-no-rj
UgxUjxuh3isbeFWhVGF4AaABAg,@yayukyuk5496,Saya tau yg bayar fufufafa,4 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kXPpC91hWBfq9kR4J1VteYD5pZC7CaWzeH_gaYjVNe4rdWPt3VI-qtFVO3abjvzqNChQ=s88-c-k-c0x00ffffff-no-rj
UgyFxLrs9YeeoCTF7754AaABAg,@ruslanruslan6504,𝚈𝚐 𝚔𝚎𝚝𝚎𝚖𝚞 𝙶𝚞𝚜 𝙶𝚒𝚋𝚛𝚊𝚗 𝚗𝚐𝚊𝚔𝚞 𝚍𝚒𝚋𝚊𝚢𝚊𝚛 𝚝𝚞𝚑 𝙿𝚊𝚔.. 𝙶𝚒𝚖𝚊𝚗𝚊 𝚙𝚎𝚗𝚍𝚊𝚙𝚊𝚝 𝙱𝚊𝚙𝚊𝚔.. 𝙴𝚔𝚜𝚎𝚔𝚞𝚜𝚒 𝙿𝚊𝚔 𝚓𝚗𝚐𝚗 𝚗𝚐𝚘𝚖𝚘𝚗𝚐 𝚍𝚘𝚊𝚗𝚐😅😅😅,2 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kMYxzuoALeklp701_RTTqcGyDmQBNx8RUq7hexDYiJAbjeefA32v6O8iwKUH_tJvomYg=s88-c-k-c0x00ffffff-no-rj
UgzDtPzra6ZlN5RZS7p4AaABAg,@GetrukPelenoy,"wuuuuaahhhh.. ngantuk nih bisa tidur pules..walau Dongeng nya itu itu mulu..

nyalon 4 kali..
Arah yg salah...jadi yg bener itu ngubah garapan Warga jadi lahan Sawit..di garap perusahaan...gitu  tujuan yg bener..

ngomongin betas tapi Sawit yg di utamakan..",8 jam yang lalu (diedit),0,https://yt3.ggpht.com/ytc/AIdro_lZDaSyPsFEnFop4oXGNf8wd_f3oeZgSdHRda5yzbTMLI4O52nxmliE1UE3aqdj0tFXKA=s88-c-k-c0x00ffffff-no-rj
UgzndOVeRaXyiWo-a9J4AaABAg,@SugiyantoSukorejo,Dengerin Gibran Prabowo itu nyinder kamu kaluk mau tau karena kau telah mbayar demo nyuwap ubk tolong pahami ucapan prabowo,8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kN0vHjIDhTA7B0t2l-8jw4du0Fp3Q4NWDxREtZ0wG6prM4O5dykKEJAxt14lhBl9HMMQ=s88-c-k-c0x00ffffff-no-rj
UgyfFhZZFVzwbNhcyGZ4AaABAg,@ZainalAbidin-s4k,Sehat slalu pak Prabowo Subianto rakyat bersama mu,8 jam yang lalu,4,https://yt3.ggpht.com/ytc/AIdro_ni15GnoZxZFWAgO4lmNU1XWIwSokqzB1FbX2yZ1LOfGC0NIraLSZ10Aljb8WGjsHzlfQ=s88-c-k-c0x00ffffff-no-rj
UgwEXgVs_3kUk3kRm4d4AaABAg,@dopekilla6799,menit pertama aja pidatonya suram. pantesan IHSG anjlok tiap dia pidato,5 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_k2kyIbWVGC2agNpfODowFaLUydA-erkPdK5k07eKWoQG0=s88-c-k-c0x00ffffff-no-rj
Ugzkzg04_33xspXjCpV4AaABAg.AYQrnDpAvmCAYQxwNfCMC-,@marifullahaja107,"Kayanya ini nih org yg memprovokasi, mendanai",8 jam yang lalu,0,https://yt3.ggpht.com/ytc/AIdro_kmRGUQKBxsTBBQQ2Dt0eQnE4eP1hQiW-s0uZlLrwo=s88-c-k-c0x00ffffff-no-rj
